Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	Industry	Summary Quote
UPWK	Upwork Inc.	15.08	1615978213.72	n/a	2018	Technology	EDP Services	https://www.nasdaq.com/symbol/upwk
USMC	Principal U.S. Mega-Cap Multi-Factor Index ETF	29.01	1615857029.01	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/usmc
ATRI	Atrion Corporation	872	1615603232	n/a	n/a	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/atri
ENTA	Enanta Pharmaceuticals, Inc.	82.09	1614687807.34	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/enta
GSHD	Goosehead Insurance, Inc.	44	1596556588	n/a	2018	Finance	Specialty Insurers	https://www.nasdaq.com/symbol/gshd
CSGS	CSG Systems International, Inc.	48.06	1596434107.32	n/a	1996	Technology	EDP Services	https://www.nasdaq.com/symbol/csgs
EFII	Electronics for Imaging, Inc.	36.87	1590744941.52	n/a	1992	Technology	Computer Communications Equipment	https://www.nasdaq.com/symbol/efii
HTLF	Heartland Financial USA, Inc.	43.15	1582088579.55	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/htlf
LGIH	LGI Homes, Inc.	68.97	1581187598.1	n/a	2013	Capital Goods	Homebuilding	https://www.nasdaq.com/symbol/lgih
MGLN	Magellan Health, Inc.	65.76	1581124102.08	n/a	n/a	Health Care	Hospital/Nursing Management	https://www.nasdaq.com/symbol/mgln
RDFN	Redfin Corporation	17.34	1577746815.06	n/a	2017	Finance	Real Estate	https://www.nasdaq.com/symbol/rdfn
NBTB	NBT Bancorp Inc.	36.04	1577025597.88	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/nbtb
CENT	Central Garden & Pet Company	26.89	1566983046.69	n/a	1993	Consumer Durables	Consumer Specialties	https://www.nasdaq.com/symbol/cent
NMRK	Newmark Group, Inc.	8.74	1560897986.78	n/a	2017	Finance	Real Estate	https://www.nasdaq.com/symbol/nmrk
PSMT	PriceSmart, Inc.	50.83	1552572970.26	n/a	n/a	Consumer Services	Department/Specialty Retail Stores	https://www.nasdaq.com/symbol/psmt
TSEM	Tower Semiconductor Ltd.	14.6	1551849169.4	n/a	1994	Technology	Semiconductors	https://www.nasdaq.com/symbol/tsem
VC	Visteon Corporation	54.79	1549088025.31	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	https://www.nasdaq.com/symbol/vc
KALU	Kaiser Aluminum Corporation	95.85	1546496329.95	n/a	n/a	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/kalu
CRVL	CorVel Corp.	83.54	1545415148.16	n/a	n/a	Finance	Specialty Insurers	https://www.nasdaq.com/symbol/crvl
WSC	WillScot Corporation	14.19	1542356635.71	n/a	2015	n/a	n/a	https://www.nasdaq.com/symbol/wsc
BOTZ	Global X Robotics & Artificial Intelligence ETF	20.35	1541742556.75	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/botz
SAIA	Saia, Inc.	59.2	1530029979.2	n/a	n/a	Transportation	Trucking Freight/Courier Services	https://www.nasdaq.com/symbol/saia
SWAV	ShockWave Medical, Inc.	54.56	1528355834.72	n/a	2019	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/swav
MDGL	Madrigal Pharmaceuticals, Inc.	98.61	1520404874.04	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/mdgl
PDP	Invesco DWA Momentum ETF	59.55	1518525000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/pdp
BBBY	Bed Bath & Beyond Inc.	11.44	1512745520	n/a	1992	Consumer Services	Home Furnishings	https://www.nasdaq.com/symbol/bbby
APLS	Apellis Pharmaceuticals, Inc.	23.82	1506197578.32	n/a	2017	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/apls
CDNA	CareDx, Inc.	35.61	1499890101.93	n/a	2014	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/cdna
VTWO	Vanguard Russell 2000 ETF	121.57	1498350250	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vtwo
DOOO	BRP Inc.	35.31	1494092474.49	n/a	n/a	Capital Goods	Industrial Specialties	https://www.nasdaq.com/symbol/dooo
FSCT	ForeScout Technologies, Inc.	33	1492600395	n/a	2017	Technology	Computer peripheral equipment	https://www.nasdaq.com/symbol/fsct
INGN	Inogen, Inc	67.96	1490305509.72	n/a	2014	Health Care	Industrial Specialties	https://www.nasdaq.com/symbol/ingn
STFC	State Auto Financial Corporation	34.25	1486561997.5	n/a	1991	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/stfc
ANAB	AnaptysBio, Inc.	54.9	1483602502.5	n/a	2017	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/anab
MMYT	MakeMyTrip Limited	24.94	1480014420	n/a	2010	Consumer Services	Transportation Services	https://www.nasdaq.com/symbol/mmyt
SIMO	Silicon Motion Technology Corporation	40.41	1472716991.7	36444370	2005	Technology	Semiconductors	https://www.nasdaq.com/symbol/simo
AVAV	AeroVironment, Inc.	61.31	1467294279.11	n/a	2007	Capital Goods	Aerospace	https://www.nasdaq.com/symbol/avav
CHRS	Coherus BioSciences, Inc.	21.14	1466491460.98	n/a	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/chrs
MGRC	McGrath RentCorp	60.5	1466298872.5	n/a	1984	Technology	Diversified Commercial Services	https://www.nasdaq.com/symbol/mgrc
SAFT	Safety Insurance Group, Inc.	94.87	1459460536.78	n/a	2002	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/saft
GOSS	Gossamer Bio, Inc.	22.12	1457559265.12	n/a	2019	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/goss
PLCE	Children&#39;s Place, Inc. (The)	91.68	1452877713.6	n/a	1997	Consumer Services	Clothing/Shoe/Accessory Stores	https://www.nasdaq.com/symbol/plce
WRLD	World Acceptance Corporation	156.02	1452370209.44	n/a	1991	Finance	Finance: Consumer Services	https://www.nasdaq.com/symbol/wrld
CSII	Cardiovascular Systems, Inc.	41.64	1450162218.48	n/a	1981	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/csii
HTLD	Heartland Express, Inc.	17.59	1442015974.95	n/a	1986	Transportation	Trucking Freight/Courier Services	https://www.nasdaq.com/symbol/htld
AMBA	Ambarella, Inc.	44	1440540640	n/a	2012	Technology	Semiconductors	https://www.nasdaq.com/symbol/amba
EBIX	Ebix, Inc.	47.15	1439401188.05	n/a	n/a	Technology	EDP Services	https://www.nasdaq.com/symbol/ebix
HRTX	Heron Therapeutics, Inc.  	18.13	1435791335.51	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/hrtx
MSTR	MicroStrategy Incorporated	140.16	1435179392.64	n/a	1998	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/mstr
BUSE	First Busey Corporation	25.66	1427327928.82	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/buse
CRAY	Cray Inc	34.61	1425299052.32	n/a	n/a	Technology	Computer Manufacturing	https://www.nasdaq.com/symbol/cray
SPWR	SunPower Corporation	10	1424035220	n/a	2005	Technology	Semiconductors	https://www.nasdaq.com/symbol/spwr
PLAY	Dave & Buster&#39;s Entertainment, Inc.	39.13	1423053779.42	n/a	2014	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/play
KLIC	Kulicke and Soffa Industries, Inc.	21.81	1418075927.49	n/a	n/a	Technology	Semiconductors	https://www.nasdaq.com/symbol/klic
INVA	Innoviva, Inc.	13.99	1416659772.86	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/inva
CENTA	Central Garden & Pet Company	24.3	1416053850.3	n/a	n/a	Consumer Durables	Consumer Specialties	https://www.nasdaq.com/symbol/centa
FEX	First Trust Large Cap Core AlphaDEX Fund	60.24	1412628120.48	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/fex
BCOR	Blucora, Inc.	29.18	1412033126.74	n/a	n/a	Finance	Finance: Consumer Services	https://www.nasdaq.com/symbol/bcor
SG	Sirius International Insurance Group, Ltd.	12.19	1405047473.57	n/a	n/a	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/sg
HLIO	Helios Technologies, Inc.	43.84	1403378680	n/a	n/a	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/hlio
SILK	Silk Road Medical, Inc.	45.7	1401716112.5	n/a	2019	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/silk
SOXX	iShares PHLX SOX Semiconductor Sector Index Fund	189.21	1400154000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/soxx
JRVR	James River Group Holdings, Ltd.	46.32	1397160998.88	n/a	2014	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/jrvr
ATNX	Athenex, Inc.	18	1387182564	n/a	2017	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/atnx
VBTX	Veritex Holdings, Inc.	25.48	1382673015.36	n/a	2014	Finance	Major Banks	https://www.nasdaq.com/symbol/vbtx
BMCH	BMC Stock Holdings, Inc.	20.74	1379356134.04	n/a	2013	Consumer Services	RETAIL: Building Materials	https://www.nasdaq.com/symbol/bmch
BATRK	Liberty Media Corporation	26.96	1375209568.72	n/a	n/a	Consumer Services	Broadcasting	https://www.nasdaq.com/symbol/batrk
BATRA	Liberty Media Corporation	26.93	1373679291.01	n/a	n/a	Consumer Services	Broadcasting	https://www.nasdaq.com/symbol/batra
TRS	TriMas Corporation	29.97	1369218920.49	n/a	2007	Capital Goods	Industrial Specialties	https://www.nasdaq.com/symbol/trs
RCII	Rent-A-Center Inc.	25.32	1368545341.68	n/a	1995	Technology	Diversified Commercial Services	https://www.nasdaq.com/symbol/rcii
HUBG	Hub Group, Inc.	39.33	1367376002.19	n/a	1996	Transportation	Oil Refining/Marketing	https://www.nasdaq.com/symbol/hubg
CROX	Crocs, Inc.	19.01	1365984746.15	n/a	2006	Consumer Non-Durables	Shoe Manufacturing	https://www.nasdaq.com/symbol/crox
MIK	The Michaels Companies, Inc.	8.63	1365010258.58	n/a	2014	Consumer Services	Recreational Products/Toys	https://www.nasdaq.com/symbol/mik
PZZA	Papa John&#39;s International, Inc.	42.8	1360126134.4	n/a	1993	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/pzza
RCM	R1 RCM Inc.	12.29	1359293799.19	n/a	n/a	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/rcm
ICFI	ICF International, Inc.	72.12	1358023782.96	n/a	2006	Consumer Services	Professional Services	https://www.nasdaq.com/symbol/icfi
THRM	Gentherm Inc	40.32	1357776846.72	n/a	n/a	Capital Goods	Auto Parts:O.E.M.	https://www.nasdaq.com/symbol/thrm
AERI	Aerie Pharmaceuticals, Inc.	29.53	1355953638.02	n/a	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/aeri
ATSG	Air Transport Services Group, Inc	22.83	1354891165.29	n/a	n/a	Transportation	Air Freight/Delivery Services	https://www.nasdaq.com/symbol/atsg
NRC	National Research Corporation	54.44	1353617446.04	n/a	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch	https://www.nasdaq.com/symbol/nrc
VWOB	Vanguard Emerging Markets Government Bond ETF	79.98	1353170102.88	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vwob
RMR	The RMR Group Inc.	43.28	1352054778.64	n/a	n/a	Consumer Services	Professional Services	https://www.nasdaq.com/symbol/rmr
ATRO	Astronics Corporation	40.98	1338073263.78	n/a	n/a	Capital Goods	Military/Government/Technical	https://www.nasdaq.com/symbol/atro
ILPT	Industrial Logistics Properties Trust	20.53	1335957497.37	n/a	2018	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/ilpt
CVCO	Cavco Industries, Inc.	146.73	1334996493.6	n/a	n/a	Basic Industries	Homebuilding	https://www.nasdaq.com/symbol/cvco
MINI	Mobile Mini, Inc.	29.6	1331192808	n/a	1994	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/mini
TPTX	Turning Point Therapeutics, Inc.	42.4	1322883519.2	n/a	2019	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/tptx
RUSHB	Rush Enterprises, Inc.	36.03	1320894749.1	n/a	n/a	Consumer Durables	Automotive Aftermarket	https://www.nasdaq.com/symbol/rushb
ESPR	Esperion Therapeutics, Inc.	49.01	1319224518.56	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/espr
GIII	G-III Apparel Group, LTD.	26.94	1318421778.6	n/a	1989	Consumer Non-Durables	Apparel	https://www.nasdaq.com/symbol/giii
SSYS	Stratasys, Ltd.	24.41	1317564509.84	n/a	1994	Technology	Computer peripheral equipment	https://www.nasdaq.com/symbol/ssys
AMWD	American Woodmark Corporation	77.83	1312935517.59	n/a	1986	Basic Industries	Forest Products	https://www.nasdaq.com/symbol/amwd
CECO	Career Education Corporation	18.71	1311625427.39	n/a	1998	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/ceco
RUSHA	Rush Enterprises, Inc.	35.62	1305863751.4	n/a	n/a	Consumer Durables	Automotive Aftermarket	https://www.nasdaq.com/symbol/rusha
STAA	STAAR Surgical Company	29.26	1301275473.96	n/a	n/a	Health Care	Ophthalmic Goods	https://www.nasdaq.com/symbol/staa
VRTU	Virtusa Corporation	42.91	1293779796.19	n/a	2007	Technology	EDP Services	https://www.nasdaq.com/symbol/vrtu
NYMT	New York Mortgage Trust, Inc.	6.13	1292152845.15	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/nymt
FATE	Fate Therapeutics, Inc.	19.72	1285464646.48	n/a	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/fate
ECOL	US Ecology, Inc.	57.81	1275694310.58	n/a	n/a	Public Utilities	Environmental Services	https://www.nasdaq.com/symbol/ecol
RMBS	Rambus, Inc.	11.5	1269554126.5	n/a	1997	Technology	Semiconductors	https://www.nasdaq.com/symbol/rmbs
STBA	S&T Bancorp, Inc.	36.82	1264346110.58	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/stba
CSIQ	Canadian Solar Inc.	21.27	1264223309.67	n/a	2006	Technology	Semiconductors	https://www.nasdaq.com/symbol/csiq
WW	Weight Watchers International Inc	18.76	1256889796.4	n/a	n/a	Consumer Services	Other Consumer Services	https://www.nasdaq.com/symbol/ww
ROCK	Gibraltar Industries, Inc.	38.97	1254946428.45	n/a	1993	Capital Goods	Steel/Iron Ore	https://www.nasdaq.com/symbol/rock
UFCS	United Fire Group, Inc	49.36	1244006900.88	n/a	n/a	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/ufcs
PAHC	Phibro Animal Health Corporation	30.75	1243948446	n/a	2014	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/pahc
HYLS	First Trust High Yield Long/Short ETF	48.02	1241317096.04	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/hyls
CATM	Cardtronics plc	26.8	1241280002.4	n/a	2007	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/catm
SBCF	Seacoast Banking Corporation of Florida	24.13	1240619820	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/sbcf
OCFC	OceanFirst Financial Corp.	24.17	1238502559.38	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/ocfc
HA	Hawaiian Holdings, Inc.	25.71	1235234996.04	n/a	n/a	Transportation	Air Freight/Delivery Services	https://www.nasdaq.com/symbol/ha
RAVN	Raven Industries, Inc.	34.18	1231379002.36	n/a	n/a	Capital Goods	Specialty Chemicals	https://www.nasdaq.com/symbol/ravn
OPK	Opko Health, Inc.	2	1231202090	n/a	n/a	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/opk
CHCO	City Holding Company	74.6	1229498489.8	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/chco
ALEC	Alector, Inc.	17.82	1227295333.44	n/a	2019	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/alec
OPI	Office Properties Income Trust	25.52	1227259556.16	n/a	n/a	Finance	Real Estate	https://www.nasdaq.com/symbol/opi
PRAA	PRA Group, Inc.	26.95	1223094245.45	n/a	2002	Finance	Finance: Consumer Services	https://www.nasdaq.com/symbol/praa
FLWS	1-800 FLOWERS.COM, Inc.	19.01	1222682461.57	n/a	1999	Consumer Services	Other Specialty Stores	https://www.nasdaq.com/symbol/flws
AIMT	Aimmune Therapeutics, Inc.	19.56	1222352028.6	n/a	2015	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/aimt
DENN	Denny&#39;s Corporation	20.13	1213815367.38	n/a	n/a	Consumer Services	Restaurants	https://www.nasdaq.com/symbol/denn
NXGN	NextGen Healthcare, Inc.	18.71	1213118980	n/a	n/a	Technology	EDP Services	https://www.nasdaq.com/symbol/nxgn
EPZM	Epizyme, Inc.	13.29	1207172443.89	n/a	2013	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/epzm
AMSF	AMERISAFE, Inc.	62.43	1203337001.4	n/a	2005	Finance	Property-Casualty Insurers	https://www.nasdaq.com/symbol/amsf
SASR	Sandy Spring Bancorp, Inc.	33.61	1196612393.48	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/sasr
ALTM	Altus Midstream Company	3.67	1192490549.35	n/a	2017	Public Utilities	Natural Gas Distribution	https://www.nasdaq.com/symbol/altm
MNTA	Momenta Pharmaceuticals, Inc.	12.09	1192213313.07	n/a	2004	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/mnta
CORT	Corcept Therapeutics Incorporated	10.33	1186490453.64	n/a	2004	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/cort
LKCO	Luokung Technology Corp	5.94	1183946294.52	n/a	n/a	Technology	EDP Services	https://www.nasdaq.com/symbol/lkco
ARQL	ArQule, Inc.	10.82	1182732869.14	n/a	1996	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/arql
XON	Intrexon Corporation	7.35	1181618031.3	n/a	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch	https://www.nasdaq.com/symbol/xon
BRKL	Brookline Bancorp, Inc.	14.7	1172682004.2	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/brkl
VGLT	Vanguard Long-Treasury ETF	81.64	1171225482.44	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vglt
ATRC	AtriCure, Inc.	30.32	1171063004	n/a	2005	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/atrc
HURN	Huron Consulting Group Inc.	51.04	1167949698.08	n/a	2004	Consumer Services	Professional Services	https://www.nasdaq.com/symbol/hurn
RUBY	Rubius Therapeutics, Inc.	14.6	1167011594.6	n/a	2018	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/ruby
SUSL	iShares ESG MSCI USA Leaders ETF	50.11	1162552000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/susl
SSP	E.W. Scripps Company (The)	14.39	1162513115.81	n/a	n/a	Consumer Services	Broadcasting	https://www.nasdaq.com/symbol/ssp
LKFN	Lakeland Financial Corporation	45.38	1162393497.7	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/lkfn
SCHL	Scholastic Corporation	32.98	1161325300.66	n/a	1992	Consumer Services	Books	https://www.nasdaq.com/symbol/schl
KRNY	Kearny Financial	12.81	1159842725.37	n/a	n/a	Finance	Savings Institutions	https://www.nasdaq.com/symbol/krny
VIGI	Vanguard International Dividend Appreciation ETF	67.41	1158750868.59	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vigi
VONE	Vanguard Russell 1000 ETF	133.5	1158112500	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vone
SNBR	Sleep Number Corporation	38.21	1154438730	n/a	n/a	Consumer Durables	Home Furnishings	https://www.nasdaq.com/symbol/snbr
TRUP	Trupanion, Inc.	33.45	1153680297.75	n/a	n/a	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/trup
RARX	Ra Pharmaceuticals, Inc.	27.26	1153183541.88	n/a	2016	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/rarx
RDWR	Radware Ltd.	24.54	1152373271.04	n/a	1999	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/rdwr
FNKO	Funko, Inc.	23.55	1149967271.1	n/a	2017	Consumer Non-Durables	Recreational Products/Toys	https://www.nasdaq.com/symbol/fnko
CBLK	Carbon Black, Inc.	16.01	1145826190.06	n/a	2018	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/cblk
SRCE	1st Source Corporation	44.42	1140170472.26	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/srce
FTA	First Trust Large Cap Value AlphaDEX Fund	50.97	1139179601.94	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/fta
TCBK	TriCo Bancshares	37.41	1139173032.3	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/tcbk
TLND	Talend S.A.	37.57	1137374568.46	30273478	2016	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/tlnd
CRTO	Criteo S.A.	17.96	1135425309.12	63219672	2013	Technology	Advertising	https://www.nasdaq.com/symbol/crto
VREX	Varex Imaging Corporation	29.62	1134446000	n/a	n/a	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/vrex
VCTR	Victory Capital Holdings, Inc.	16.78	1134064956.72	n/a	2018	Finance	Investment Managers	https://www.nasdaq.com/symbol/vctr
PKW	Invesco BuyBack Achievers ETF	61.3	1134050000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/pkw
VICR	Vicor Corporation	28.07	1130175139.87	n/a	n/a	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/vicr
AFIN	American Finance Trust, Inc.	10.64	1130085369.84	n/a	n/a	Consumer Services	Real Estate Investment Trusts	https://www.nasdaq.com/symbol/afin
SYKE	Sykes Enterprises, Incorporated	26.48	1127117307.44	n/a	1996	Technology	EDP Services	https://www.nasdaq.com/symbol/syke
EDIT	Editas Medicine, Inc.	22.83	1123760770.38	n/a	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/edit
SGMO	Sangamo Therapeutics, Inc.	9.73	1122470956.18	n/a	2000	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	https://www.nasdaq.com/symbol/sgmo
VYMI	Vanguard International High Dividend Yield ETF	60.72	1118216241.12	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/vymi
WIRE	Encore Wire Corporation	53.5	1117836918	n/a	1992	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/wire
HOLI	Hollysys Automation Technologies, Ltd.	18.43	1112104884.57	n/a	n/a	Energy	Industrial Machinery/Components	https://www.nasdaq.com/symbol/holi
KRNT	Kornit Digital Ltd.	27.47	1108086233.5	n/a	2015	Capital Goods	Industrial Machinery/Components	https://www.nasdaq.com/symbol/krnt
PRFT	Perficient, Inc.	33.59	1106628562.61	n/a	1999	Technology	EDP Services	https://www.nasdaq.com/symbol/prft
VCYT	Veracyte, Inc.	26.57	1106443961.71	n/a	2013	Health Care	Medical Specialities	https://www.nasdaq.com/symbol/vcyt
PSDO	Presidio, Inc.	13.34	1104009462.2	n/a	2017	Technology	Retail: Computer Software & Peripheral Equipment	https://www.nasdaq.com/symbol/psdo
SONO	Sonos, Inc.	10.89	1098181457.01	n/a	2018	Consumer Non-Durables	Consumer Electronics/Appliances	https://www.nasdaq.com/symbol/sono
GLPG	Galapagos NV	126.28	1095391361.68	8674306	2015	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/glpg
TRHC	Tabula Rasa HealthCare, Inc.	49.31	1084245489.19	n/a	2016	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/trhc
CASH	Meta Financial Group, Inc.	27.47	1083688258.54	n/a	1993	Finance	Savings Institutions	https://www.nasdaq.com/symbol/cash
EFSC	Enterprise Financial Services Corporation	40.31	1083549246.48	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/efsc
DRNA	Dicerna Pharmaceuticals, Inc.	15.8	1079518868.2	n/a	2014	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/drna
AXDX	Accelerate Diagnostics, Inc.	19.82	1079394999.98	n/a	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	https://www.nasdaq.com/symbol/axdx
LNTH	Lantheus Holdings, Inc.	27.76	1077646003.76	n/a	2015	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	https://www.nasdaq.com/symbol/lnth
HFWA	Heritage Financial Corporation	29.19	1077085838.22	n/a	n/a	Finance	Banks	https://www.nasdaq.com/symbol/hfwa
AIA	iShares Asia 50 ETF	60.05	1074895000	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/aia
PATK	Patrick Industries, Inc.	44.97	1072518490.68	n/a	n/a	Basic Industries	Forest Products	https://www.nasdaq.com/symbol/patk
FORM	FormFactor, Inc.	14.38	1072479654.82	n/a	2003	Technology	Semiconductors	https://www.nasdaq.com/symbol/form
MATW	Matthews International Corporation	33.77	1071475294.78	n/a	1994	Capital Goods	Metal Fabrications	https://www.nasdaq.com/symbol/matw
RDUS	Radius Health, Inc.	23.17	1068308064.11	n/a	2014	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/rdus
GBDC	Golub Capital BDC, Inc.	17.63	1068155914.89	n/a	2010	n/a	n/a	https://www.nasdaq.com/symbol/gbdc
AINV	Apollo Investment Corporation	15.67	1066632235.42	n/a	2004	n/a	n/a	https://www.nasdaq.com/symbol/ainv
SBSI	Southside Bancshares, Inc.	31.51	1062456669.29	n/a	n/a	Finance	Major Banks	https://www.nasdaq.com/symbol/sbsi
CDXS	Codexis, Inc.	18.43	1061378336.87	n/a	2010	Basic Industries	Major Chemicals	https://www.nasdaq.com/symbol/cdxs
FBNC	First Bancorp	35.65	1060461120.75	n/a	1987	Finance	Major Banks	https://www.nasdaq.com/symbol/fbnc
CETV	Central European Media Enterprises Ltd.	4.18	1058710295.5	n/a	1994	Consumer Services	Broadcasting	https://www.nasdaq.com/symbol/cetv
EGOV	NIC Inc.	15.8	1057227248.6	n/a	1999	Miscellaneous	Business Services	https://www.nasdaq.com/symbol/egov
AXNX	Axonics Modulation Technologies, Inc.	37.21	1051769897.06	n/a	2018	Health Care	Medical/Dental Instruments	https://www.nasdaq.com/symbol/axnx
SCWX	SecureWorks Corp.	12.87	1049170520.97	n/a	2016	Technology	Computer Software: Prepackaged Software	https://www.nasdaq.com/symbol/scwx
LORL	Loral Space and Communications, Inc.	33.83	1046454966.33	n/a	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	https://www.nasdaq.com/symbol/lorl
SQQQ	ProShares UltraPro Short QQQ	36.11	1046151151.41	n/a	n/a	n/a	n/a	https://www.nasdaq.com/symbol/sqqq
HCM	Hutchison China MediTech Limited	29.23	1045036630.62	35752194	2016	Health Care	Major Pharmaceuticals	https://www.nasdaq.com/symbol/hcm
AAWW	Atlas Air Worldwide Holdings	40.41	1044667601.1	n/a	n/a	Transportation	Transportation Services	https://www.nasdaq.com/symbol/aaww
MGPI	MGP Ingredients, Inc.	61.07	1039098843.74	n/a	n/a	Consumer Non-Durables	Beverages (Production/Distribution)	https://www.nasdaq.com/symbol/mgpi
